_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
863,GO-20221153570,2022,2022-06-17,2200,2022,2022-06-18,448,D33,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
864,GO-20221149694,2022,2022-06-17,1222,2022,2022-06-17,1223,D22,Public Transportation,NO,NO,None,Other Ethnicity not mentioned,None,None,None,Woman,YES,Murder,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),YES
865,GO-20221169688,2022,2022-06-20,1205,2022,2022-06-20,1205,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,142,Woburn North (142),137,Woburn (137),NO
866,GO-20221171643,2022,2022-06-20,1700,2022,2022-06-20,2031,D22,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
867,GO-20221183314,2022,2022-06-22,1201,2022,2022-06-22,1201,D42,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,NO,Assault,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),YES
868,GO-20221183437,2022,2022-06-22,1000,2022,2022-06-22,1000,D51,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
869,GO-20221550055,2022,2022-06-24,49,2022,2022-08-12,740,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),NO
870,GO-20221198264,2022,2022-06-24,959,2022,2022-06-24,1932,D51,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
871,GO-20221202397,2022,2022-06-24,2030,2022,2022-06-24,2030,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Assault With a Weapon,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
872,GO-20221211711,2022,2022-06-26,445,2022,2022-06-26,445,D51,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,None,None,None,None,None,Woman,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
873,GO-20221322730,2022,2022-06-29,1700,2022,2022-07-11,1526,D52,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
874,GO-20221270650,2022,2022-06-30,1519,2022,2022-07-04,1613,D31,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES
875,GO-20221480609,2022,2022-06-30,1,2022,2022-08-02,1119,D43,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,156,Bendale-Glen Andrew (156),127,Bendale (127),NO
876,GO-20221254600,2022,2022-06-30,1520,2022,2022-07-02,907,D31,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES
877,GO-20221271322,2022,2022-07-01,1542,2022,2022-07-05,1230,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,Indian,None,None,Gay,None,YES,Harassing Communications,066,Danforth (66),066,Danforth (66),NO
878,GO-20221249858,2022,2022-07-01,0,2022,2022-07-01,1525,D13,Streets/Roadways/Highway,NO,NO,"Indigenous, East/Southeast Asian",None,None,Jewish,None,None,YES,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO
879,GO-20221259546,2022,2022-07-02,2300,2022,2022-07-02,2357,D51,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
880,GO-20221334948,2022,2022-07-09,100,2022,2022-07-13,1255,D32,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO
881,GO-20221315604,2022,2022-07-10,1526,2022,2022-07-10,1531,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Assault With a Weapon,073,Moss Park (73),073,Moss Park (73),NO
882,GO-20221313535,2022,2022-07-10,1103,2022,2022-07-10,1103,D32,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO
883,GO-20221321249,2022,2022-07-10,600,2022,2022-07-11,1142,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO
884,GO-20221338598,2022,2022-07-13,615,2022,2022-07-13,1824,D52,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES
885,GO-20221342512,2022,2022-07-14,956,2022,2022-07-14,1030,D32,NA,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO
886,GO-20221350373,2022,2022-07-15,1100,2022,2022-07-15,1121,D41,Public Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO
887,GO-20221379473,2022,2022-07-19,1303,2022,2022-07-19,1550,D53,Other Commercial / Corporate Places ,NO,NO,None,None,Spanish,None,None,None,NO,Assault With a Weapon,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO
888,GO-20221382749,2022,2022-07-19,2050,2022,2022-07-19,2055,D41,NA,NO,NO,Black,None,None,None,None,None,NO,Assault,157,Bendale South (157),127,Bendale (127),YES
889,GO-20221398643,2022,2022-07-21,2336,2022,2022-07-21,2336,D14,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,Gay,None,NO,Assault,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
890,GO-20221444222,2022,2022-07-28,858,2022,2022-07-28,858,D32,Streets/Roadways/Highway,NO,NO,"Black, East/Southeast Asian",None,None,Jewish,None,None,YES,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO
891,GO-20221458643,2022,2022-07-30,545,2022,2022-07-30,600,D14,Streets/Roadways/Highway,NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,NO,Assault,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),NO
892,GO-20221459051,2022,2022-07-30,829,2022,2022-07-30,829,D33,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
893,GO-20221537550,2022,2022-08-10,1300,2022,2022-08-10,1312,D31,NA,NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,027,York University Heights (27),027,York University Heights (27),YES
894,GO-20229031577,2022,2022-08-12,155,2022,2022-08-17,1105,D41,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO
895,GO-20221550771,2022,2022-08-12,945,2022,2022-08-12,945,D32,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO
896,GO-20221559416,2022,2022-08-13,1120,2022,2022-08-13,1731,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,Transgender,YES,Criminal Harassment,064,Woodbine Corridor (64),064,Woodbine Corridor (64),NO
897,GO-20221592493,2022,2022-08-15,0,2022,2022-08-18,1016,D55,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,061,Taylor-Massey (61),061,Taylor-Massey (61),NO
898,GO-20221873069,2022,2022-08-16,1315,2022,2022-09-26,1118,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
899,GO-20221593831,2022,2022-08-17,1200,2022,2022-08-18,1154,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO
900,GO-20221601090,2022,2022-08-19,100,2022,2022-08-19,1147,D33,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Christian Orthodox,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",052,Bayview Village (52),052,Bayview Village (52),NO
901,GO-20221643379,2022,2022-08-20,2000,2022,2022-08-25,1111,D55,Streets/Roadways/Highway,NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Interfere With Property,063,The Beaches (63),063,The Beaches (63),NO
902,GO-20221665645,2022,2022-08-27,1900,2022,2022-08-28,1400,D51,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
903,GO-20221659442,2022,2022-08-27,1526,2022,2022-08-27,1531,D51,Streets/Roadways/Highway,NO,NO,South Asian,None,None,None,None,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
904,GO-20221696014,2022,2022-08-28,300,2022,2022-09-01,1600,D22,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault,158,Islington (158),014,Islington-City Centre West (14),NO
905,GO-20221679603,2022,2022-08-29,100,2022,2022-08-30,1244,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,156,Bendale-Glen Andrew (156),127,Bendale (127),NO
906,GO-20221694295,2022,2022-09-01,1155,2022,2022-09-01,1155,D51,Streets/Roadways/Highway,NO,NO,"Black, South Asian",None,None,None,None,None,YES,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
907,GO-20221838143,2022,2022-09-02,2301,2022,2022-09-21,1031,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO
908,GO-20221760894,2022,2022-09-07,800,2022,2022-09-10,1303,D41,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,126,Dorset Park (126),126,Dorset Park (126),NO
909,GO-20221739482,2022,2022-09-07,1625,2022,2022-09-07,1649,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,South Asian,None,None,None,None,None,NO,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),YES
910,GO-20221793000,2022,2022-09-07,2058,2022,2022-09-14,2058,D55,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
911,GO-20221745185,2022,2022-09-08,1209,2022,2022-09-08,1209,D52,"Open Area, Park or Parking Lot",NO,NO,Indigenous,None,None,None,None,None,NO,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO
912,GO-20221782251,2022,2022-09-10,2100,2022,2022-09-13,1600,D55,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Assault,063,The Beaches (63),063,The Beaches (63),NO
913,GO-20221779281,2022,2022-09-13,130,2022,2022-09-13,222,D53,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Assault,173,North Toronto (173),104,Mount Pleasant West (104),NO
914,GO-20221796343,2022,2022-09-15,1058,2022,2022-09-15,1208,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,124,Kennedy Park (124),124,Kennedy Park (124),NO
915,GO-20221803072,2022,2022-09-16,937,2022,2022-09-16,937,NSA,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
916,GO-20221813311,2022,2022-09-17,1815,2022,2022-09-17,1815,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Assault With a Weapon,074,North St.James Town (74),074,North St.James Town (74),NO
917,GO-20221833424,2022,2022-09-20,1555,2022,2022-09-20,1555,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Interfere With Property,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
918,GO-20221879948,2022,2022-09-20,1600,2022,2022-09-27,1005,D41,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Lesbian,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),YES
919,GO-20221847895,2022,2022-09-22,1750,2022,2022-09-22,1750,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
920,GO-20221888376,2022,2022-09-23,815,2022,2022-09-28,1217,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,155,Downsview (155),026,Downsview-Roding-CFB (26),NO
921,GO-20221851240,2022,2022-09-23,730,2022,2022-09-23,1224,D53,Streets/Roadways/Highway,NO,NO,None,African,None,None,None,None,NO,Assault With a Weapon,095,Annex (95),095,Annex (95),NO
922,GO-20221863196,2022,2022-09-24,2106,2022,2022-09-24,2106,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,None,None,NO,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES
923,GO-20221873002,2022,2022-09-26,1107,2022,2022-09-26,1502,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
924,GO-20221921872,2022,2022-09-30,2359,2022,2022-10-03,735,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,043,Victoria Village (43),043,Victoria Village (43),NO
925,GO-20221901808,2022,2022-09-30,437,2022,2022-09-30,926,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,2SLGBTQ+,None,YES,Harassing Communications,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
926,GO-20221903176,2022,2022-09-30,1255,2022,2022-09-30,1255,D14,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Assault,095,Annex (95),095,Annex (95),YES
927,GO-20231620342,2022,2022-10-01,0,2023,2023-07-12,1403,D32,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,155,Downsview (155),026,Downsview-Roding-CFB (26),NO
928,GO-20221924212,2022,2022-10-03,1608,2022,2022-10-03,1608,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),NO
929,GO-20222124660,2022,2022-10-07,1630,2022,2022-10-07,1717,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
930,GO-20221967641,2022,2022-10-09,1807,2022,2022-10-09,1807,D55,Streets/Roadways/Highway,NO,NO,Black,None,None,None,Gay,None,YES,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),NO
931,GO-20221989521,2022,2022-10-12,935,2022,2022-10-12,2158,D42,Public Transportation,NO,NO,None,Indian,None,None,None,None,NO,Uttering Threats - Bodily Harm,146,Malvern East (146),132,Malvern (132),NO
932,GO-20221984389,2022,2022-10-12,853,2022,2022-10-12,853,D53,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),NO
933,GO-20222048836,2022,2022-10-13,1755,2022,2022-10-21,1346,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,095,Annex (95),095,Annex (95),NO
934,GO-20222026586,2022,2022-10-17,2100,2022,2022-10-18,1034,D14,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),YES
935,GO-20222027706,2022,2022-10-18,1215,2022,2022-10-18,1315,D55,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),NO
936,GO-20222036569,2022,2022-10-19,2003,2022,2022-10-19,2003,D51,NA,NO,NO,"Black, Latino",None,None,None,None,None,YES,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),NO
937,GO-20222041116,2022,2022-10-20,1225,2022,2022-10-20,1225,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO
938,GO-20222055323,2022,2022-10-22,1130,2022,2022-10-22,1245,D22,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,NO,Mischief Under $5000,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),NO
939,GO-20222065012,2022,2022-10-22,1900,2022,2022-10-23,2117,D55,Public Transportation,NO,NO,None,Mexican,None,None,None,None,NO,Assault,062,East End-Danforth (62),062,East End-Danforth (62),NO
940,GO-20222058978,2022,2022-10-22,2021,2022,2022-10-23,437,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,061,Taylor-Massey (61),061,Taylor-Massey (61),NO
941,GO-20222067930,2022,2022-10-23,1400,2022,2022-10-24,1020,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),NO
942,GO-20222076079,2022,2022-10-24,1600,2022,2022-10-25,1041,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
943,GO-20222070422,2022,2022-10-24,1515,2022,2022-10-24,1601,D52,Streets/Roadways/Highway,NO,NO,Black,None,None,Muslim,None,None,YES,Assault,079,University (79),079,University (79),NO
944,GO-20222085547,2022,2022-10-26,1529,2022,2022-10-26,1529,D32,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Assault,033,Clanton Park (33),033,Clanton Park (33),YES
945,GO-20222110165,2022,2022-10-30,52,2022,2022-10-30,52,D51,Streets/Roadways/Highway,NO,NO,None,"Indian, Filipino",None,None,None,None,YES,Assault,NSA,NSA,NSA,NSA,NO
946,GO-20222123183,2022,2022-10-31,1800,2022,2022-10-31,2323,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,South Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
947,GO-20222121068,2022,2022-10-31,1649,2022,2022-10-31,1649,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES
